1,0.023809523809523808,0.14285714285714285,0.07142857142857142,0.07142857142857142,3.5,2,0
1,0.05555555555555555,0.041666666666666664,0.041666666666666664,0.041666666666666664,3.25,0,8
1,0.08620689655172414,0.15517241379310345,0.05172413793103448,0.06896551724137931,6.0,4,1
1,0.09090909090909091,0.06060606060606061,0.045454545454545456,0.13636363636363635,4.25,6,7
1,0.0851063829787234,0.02127659574468085,0.0425531914893617,0.0851063829787234,3.25,1,0
1,0.06060606060606061,0.15151515151515152,0.06060606060606061,0.06060606060606061,2.0,7,2
1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.022727272727272728,2.0,1,1
1,0.017857142857142856,0.017857142857142856,0.05357142857142857,0.05357142857142857,4.0,1,0
1,0.0,0.0,0.029411764705882353,0.0,3.5,8,2
1,0.0,0.18181818181818182,0.06818181818181818,0.1590909090909091,4.25,2,0
1,0.07407407407407407,0.07407407407407407,0.0,0.1111111111111111,3.0,1,1
1,0.0,0.09803921568627451,0.0392156862745098,0.058823529411764705,3.0,8,2
1,0.012658227848101266,0.02531645569620253,0.02531645569620253,0.0,3.5,2,2
1,0.03125,0.25,0.09375,0.0625,2.75,7,0
1,0.0,0.1875,0.0,0.0,3.0,9,3
1,0.0,0.2857142857142857,0.08571428571428572,0.0,2.25,10,0
1,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.10256410256410256,3.5,6,0
1,0.0,0.11363636363636363,0.022727272727272728,0.045454545454545456,2.0,6,0
1,0.02564102564102564,0.23076923076923078,0.02564102564102564,0.02564102564102564,2.25,4,0
1,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,1,0
1,0.0,0.05172413793103448,0.05172413793103448,0.0,3.5,6,0
1,0.0,0.043478260869565216,0.043478260869565216,0.0,1.0,1,0
1,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.02127659574468085,4.25,0,5
1,0.05084745762711865,0.0,0.05084745762711865,0.01694915254237288,2.75,6,0
1,0.015384615384615385,0.0,0.015384615384615385,0.07692307692307693,3.75,4,1
1,0.02631578947368421,0.02631578947368421,0.0,0.0,2.0,1,0
1,0.022222222222222223,0.08888888888888889,0.0,0.044444444444444446,2.25,3,1
1,0.0,0.03125,0.0,0.0,1.5,4,0
1,0.02857142857142857,0.0,0.02857142857142857,0.0,2.25,0,0
1,0.0,0.027777777777777776,0.08333333333333333,0.0,1.5,1,1
1,0.0,0.017241379310344827,0.017241379310344827,0.017241379310344827,4.75,4,3
1,0.07317073170731707,0.07317073170731707,0.024390243902439025,0.12195121951219512,5.0,9,1
1,0.030303030303030304,0.030303030303030304,0.0,0.06060606060606061,3.5,4,0
1,0.038461538461538464,0.038461538461538464,0.057692307692307696,0.11538461538461539,3.75,3,0
1,0.0,0.09433962264150944,0.0,0.11320754716981132,4.75,8,2
1,0.0,0.20588235294117646,0.0,0.0,4.0,3,1
1,0.027777777777777776,0.08333333333333333,0.05555555555555555,0.1111111111111111,3.0,0,0
1,0.0,0.14705882352941177,0.058823529411764705,0.029411764705882353,3.25,2,0
1,0.020833333333333332,0.0625,0.10416666666666667,0.10416666666666667,3.75,2,2
1,0.04,0.04,0.0,0.2,3.5,9,0
1,0.0,0.07272727272727272,0.05454545454545454,0.07272727272727272,4.5,7,6
1,0.0,0.0,0.043478260869565216,0.08695652173913043,3.75,6,0
1,0.0851063829787234,0.0,0.0425531914893617,0.0425531914893617,5.0,6,1
1,0.0,0.12121212121212122,0.0,0.0,3.25,13,8
